,location,total_sqft,bath,price,bhk
4875,Mahadevpura,1260.0,2.0,57.6,2
4876,Mahadevpura,730.0,1.0,35.0,1
4877,Mahadevpura,1434.0,2.0,67.39,3
4878,Mahadevpura,1146.0,2.0,53.8,2
4879,Mahadevpura,1532.0,2.0,62.0,2
4880,Mahadevpura,1620.0,2.0,76.0,3
4881,Mahadevpura,1136.0,2.0,64.5,2
4882,Mahadevpura,1400.0,2.0,65.8,3
4883,Mahadevpura,1137.0,2.0,53.4,2
4884,Mahadevpura,1601.0,3.0,95.0,3
4885,Mahadevpura,1450.0,3.0,75.0,3
4886,Mahadevpura,1152.0,2.0,54.0,2
4887,Mahadevpura,1212.0,2.0,56.9,2
4889,Mahadevpura,1505.0,3.0,78.0,3
4890,Mahadevpura,1500.0,2.0,70.0,3
4891,Mahadevpura,1236.0,2.0,58.0,2
4892,Mahadevpura,1236.0,2.0,58.0,2
4893,Mahadevpura,1120.0,2.0,53.0,2
4894,Mahalakshmi Layout,1575.0,5.0,158.0,4
4895,Mahalakshmi Layout,1105.0,2.0,80.0,2
4896,Mahalakshmi Layout,1200.0,3.0,160.0,4
4897,Mahalakshmi Layout,1200.0,2.0,110.0,3
4898,Mahalakshmi Layout,1876.0,3.0,150.0,3
4899,Mallasandra,1665.0,3.0,95.0,3
4900,Mallasandra,1665.0,3.0,86.58,3
4901,Mallasandra,1340.0,2.0,61.0,2
4902,Mallasandra,1325.0,2.0,70.0,2
4903,Mallasandra,1665.0,3.0,86.91,3
4904,Mallasandra,1325.0,2.0,70.0,2
4905,Mallasandra,905.0,2.0,40.0,2
4906,Mallasandra,1325.0,2.0,65.0,2
4907,Mallasandra,1325.0,2.0,73.0,2
4908,Mallasandra,1565.0,2.0,69.0,2
4909,Mallasandra,905.0,2.0,35.0,2
4911,Mallasandra,1100.0,2.0,76.3,3
4912,Malleshpalya,1140.0,2.0,46.5,2
4913,Malleshpalya,1225.0,2.0,46.86,2
4915,Malleshpalya,1052.0,2.0,50.0,2
4916,Malleshpalya,1405.0,2.0,77.0,3
4917,Malleshpalya,1065.0,2.0,50.0,2
4918,Malleshpalya,1210.0,2.0,55.0,2
4920,Malleshpalya,1060.0,2.0,40.0,2
4921,Malleshpalya,1430.0,2.0,69.5,3
4922,Malleshpalya,1421.0,2.0,90.0,2
4923,Malleshpalya,1245.0,2.0,55.0,2
4924,Malleshpalya,1200.0,2.0,46.0,2
4925,Malleshpalya,1225.0,2.0,52.0,2
4926,Malleshwaram,705.0,1.0,67.0,1
4927,Malleshwaram,12000.0,7.0,2200.0,7
4928,Malleshwaram,2500.0,5.0,325.0,4
4929,Malleshwaram,2006.0,3.0,297.0,3
4930,Malleshwaram,686.0,1.0,62.5,1
4931,Malleshwaram,2475.0,4.0,332.0,3
4932,Malleshwaram,2610.0,3.0,399.0,3
4933,Malleshwaram,2475.0,4.0,320.0,3
4934,Malleshwaram,900.0,2.0,95.0,2
4935,Malleshwaram,1420.0,2.0,158.0,2
4936,Malleshwaram,2000.0,3.0,250.0,3
4937,Malleshwaram,2215.0,3.0,275.0,3
4939,Malleshwaram,2475.0,4.0,300.0,3
4940,Malleshwaram,2345.0,2.0,293.0,3
4942,Malleshwaram,2215.0,4.0,310.0,3
4943,Malleshwaram,480.0,1.0,60.0,1
4944,Malleshwaram,1290.0,2.0,120.0,2
4945,Malleshwaram,2475.0,4.0,326.0,3
4946,Malleshwaram,2476.0,3.0,337.0,3
4947,Malleshwaram,900.0,2.0,90.0,2
4949,Malleshwaram,2050.0,4.0,270.0,3
4950,Malleshwaram,900.0,2.0,72.0,2
4951,Malleshwaram,620.0,1.0,86.8,1
4952,Malleshwaram,600.0,1.0,68.0,2
4953,Malleshwaram,2475.0,4.0,337.0,3
4954,Malleshwaram,2215.0,3.0,275.0,3
4955,Malleshwaram,2215.0,3.0,330.0,3
4957,Malleshwaram,1020.0,2.0,80.0,2
4958,Malleshwaram,600.0,1.0,90.0,2
4959,Malleshwaram,2200.0,3.0,275.0,3
4960,Malleshwaram,2475.0,4.0,326.0,3
4961,Malleshwaram,1500.0,2.0,140.0,2
4962,Malleshwaram,2475.0,4.0,340.0,3
4963,Malleshwaram,1400.0,2.0,190.0,2
4964,Malleshwaram,2475.0,4.0,300.0,3
4965,Malleshwaram,2400.0,3.0,380.0,3
4966,Malleshwaram,580.0,1.0,45.0,1
4967,Malleshwaram,1410.0,2.0,125.0,2
4970,Marathahalli,1220.0,2.0,57.0,2
4971,Marathahalli,1200.0,2.0,52.0,2
4972,Marathahalli,1200.0,2.0,60.0,2
4973,Marathahalli,1933.0,3.0,140.0,3
4974,Marathahalli,950.0,2.0,46.96,2
4975,Marathahalli,1230.0,2.0,80.0,2
4976,Marathahalli,3800.0,4.0,250.0,4
4977,Marathahalli,1019.0,2.0,49.85,2
4978,Marathahalli,1215.0,2.0,67.0,2
4979,Marathahalli,2181.0,3.0,152.0,4
4980,Marathahalli,1170.0,2.0,53.0,2
4981,Marathahalli,1019.0,2.0,49.86,2
4982,Marathahalli,1325.0,2.0,71.55,2
4983,Marathahalli,1220.0,2.0,56.5,2
4985,Marathahalli,1152.0,2.0,56.0,2
4986,Marathahalli,1610.0,3.0,90.0,3
4987,Marathahalli,1146.0,2.0,70.0,2
4989,Marathahalli,1469.0,3.0,89.0,3
4994,Marathahalli,2519.0,5.0,185.0,4
4996,Marathahalli,957.0,2.0,46.9,2
4997,Marathahalli,1583.0,3.0,105.0,3
4998,Marathahalli,2524.0,5.0,190.0,4
5002,Marathahalli,1071.0,2.0,52.25,2
5003,Marathahalli,1215.0,2.0,58.86,2
5004,Marathahalli,1102.0,2.0,53.67,2
5005,Marathahalli,1900.0,3.0,123.0,3
5006,Marathahalli,1045.0,2.0,60.0,2
5008,Marathahalli,1215.0,2.0,58.86,2
5009,Marathahalli,1365.0,2.0,73.0,2
5014,Marathahalli,1208.0,2.0,70.0,2
5015,Marathahalli,1325.0,1.0,92.0,2
5016,Marathahalli,1525.0,3.0,90.0,3
5017,Marathahalli,1937.0,3.0,140.0,3
5018,Marathahalli,1550.0,3.0,83.0,3
5019,Marathahalli,1350.0,2.0,86.0,2
5020,Marathahalli,957.0,2.0,47.0,2
5022,Marathahalli,1230.0,2.0,57.0,2
5023,Marathahalli,1200.0,2.0,58.0,2
5025,Marathahalli,607.0,1.0,35.0,1
5026,Marathahalli,1583.0,3.0,109.0,3
5027,Marathahalli,1075.0,2.0,52.43,2
5028,Marathahalli,1360.0,2.0,103.0,2
5029,Marathahalli,1220.0,2.0,58.5,2
5030,Marathahalli,950.0,2.0,45.68,2
5031,Marathahalli,615.0,1.0,44.0,1
5032,Marathahalli,1595.0,3.0,90.0,3
5033,Marathahalli,1350.0,2.0,89.0,2
5034,Marathahalli,1020.0,2.0,57.0,2
5035,Marathahalli,1600.0,3.0,88.0,2
5036,Marathahalli,780.0,1.0,55.0,1
5037,Marathahalli,1710.0,3.0,100.0,3
5039,Marathahalli,1358.0,2.0,81.0,2
5040,Marathahalli,1205.0,2.0,75.0,2
5041,Marathahalli,1730.0,3.0,110.0,3
5042,Marathahalli,1583.0,3.0,115.0,3
5043,Marathahalli,1200.0,2.0,67.0,2
5044,Marathahalli,1095.0,2.0,60.0,2
5045,Marathahalli,1060.0,2.0,48.0,2
5046,Marathahalli,1050.0,2.0,65.0,2
5047,Marathahalli,1102.0,2.0,53.67,2
5048,Marathahalli,1026.0,2.0,49.95,2
5051,Marathahalli,1220.0,2.0,59.0,2
5052,Marathahalli,881.0,2.0,48.06,2
5054,Marathahalli,1710.0,3.0,100.0,3
5055,Marathahalli,1680.0,3.0,105.0,3
5056,Marathahalli,1910.0,3.0,119.0,3
5057,Marathahalli,1602.0,2.0,104.0,2
5058,Marathahalli,700.0,1.0,38.0,1
5059,Marathahalli,1469.0,3.0,89.0,3
5061,Marathahalli,1690.0,3.0,116.0,3
5062,Marathahalli,1065.0,2.0,55.0,2
5063,Marathahalli,1693.0,3.0,125.0,3
5064,Marathahalli,1693.0,3.0,125.0,3
5065,Marathahalli,1196.0,2.0,57.9,2
5066,Marathahalli,1595.0,3.0,88.0,3
5067,Marathahalli,2122.0,3.0,125.0,3
5068,Marathahalli,1730.0,3.0,115.0,3
5071,Marathahalli,1125.0,2.0,55.0,2
5072,Marathahalli,1950.0,3.0,115.0,3
5073,Marathahalli,1250.0,2.0,68.0,2
5074,Marathahalli,1125.0,2.0,56.8,2
5075,Marathahalli,1350.0,2.0,90.0,2
5076,Marathahalli,1200.0,2.0,53.0,2
5077,Marathahalli,2500.0,5.0,175.0,4
5078,Marathahalli,957.0,2.0,47.0,2
5081,Marathahalli,1350.0,2.0,60.0,2
5082,Marathahalli,3400.0,4.0,235.0,4
5083,Marathahalli,1350.0,2.0,99.0,2
5085,Marathahalli,1285.0,2.0,55.0,2
5086,Marathahalli,2500.0,5.0,181.0,4
5087,Marathahalli,3800.0,4.0,235.0,4
5088,Marathahalli,3951.0,4.0,230.0,4
5089,Marathahalli,1125.0,2.0,54.8,2
5090,Marathahalli,1700.0,3.0,126.0,3
5092,Marathahalli,1270.0,2.0,73.0,2
5094,Marathahalli,950.0,2.0,46.7,2
5095,Marathahalli,1550.0,3.0,85.0,3
5096,Marathahalli,1019.0,2.0,49.86,2
5097,Marathahalli,1144.0,2.0,65.0,2
5098,Marathahalli,1240.0,2.0,55.0,2
5099,Marathahalli,1100.0,2.0,75.0,1
5100,Marathahalli,1156.0,2.0,52.0,2
5101,Marathahalli,2524.0,5.0,180.0,4
5102,Marathahalli,1135.0,2.0,60.0,2
5103,Marathahalli,1839.0,3.0,130.0,3
5104,Marathahalli,1170.0,2.0,85.0,2
5105,Marathahalli,1102.0,2.0,53.67,2
5106,Marathahalli,1108.0,2.0,60.0,3
5107,Marathahalli,1449.0,3.0,110.0,3
5108,Marathahalli,1360.0,2.0,101.0,2
5109,Marathahalli,1026.0,2.0,50.18,2
5112,Marathahalli,1270.0,2.0,80.0,2
5113,Marathahalli,1100.0,2.0,50.0,2
5114,Marathahalli,1196.0,2.0,57.95,2
5116,Marathahalli,1485.0,2.0,90.0,3
5117,Marathahalli,1146.0,2.0,69.0,2
5118,Margondanahalli,1090.0,2.0,58.0,2
5119,Margondanahalli,1200.0,2.0,58.5,2
5120,Margondanahalli,1200.0,2.0,67.0,2
5122,Margondanahalli,1000.0,2.0,57.0,2
5124,Margondanahalli,600.0,2.0,35.0,2
5125,Margondanahalli,1200.0,2.0,69.0,2
5126,Margondanahalli,900.0,2.0,49.0,2
5127,Margondanahalli,1140.0,2.0,60.0,2
5128,Margondanahalli,1100.0,2.0,55.0,2
5129,Margondanahalli,1152.0,1.0,66.0,2
5131,Margondanahalli,1200.0,2.0,65.0,2
5132,Margondanahalli,1050.0,2.0,58.0,2
5133,Margondanahalli,1160.0,2.0,65.0,2
5134,Margondanahalli,1334.0,2.0,67.76,2
5135,Marsur,1800.0,4.0,145.0,4
5136,Marsur,1200.0,3.0,90.0,3
5137,Marsur,1200.0,3.0,120.0,3
5138,Mico Layout,5000.0,9.0,210.0,9
5139,Mico Layout,1550.0,2.0,65.0,3
5140,Mico Layout,1125.0,2.0,40.0,2
5141,Mico Layout,1190.0,2.0,39.25,2
5142,Mico Layout,800.0,1.0,29.5,1
5143,Mico Layout,1250.0,2.0,44.0,3
5144,Mico Layout,1171.0,2.0,39.0,2
5145,Mico Layout,1200.0,2.0,53.5,2
5146,Mico Layout,1670.0,3.0,59.0,3
5147,Mico Layout,1140.0,2.0,43.0,2
5148,Munnekollal,1170.0,2.0,52.0,2
5149,Munnekollal,1102.0,2.0,53.67,2
5150,Munnekollal,1390.0,3.0,68.0,3
5151,Munnekollal,1200.0,2.0,49.5,2
5152,Munnekollal,950.0,2.0,46.5,2
5153,Munnekollal,1560.0,3.0,75.0,3
5154,Munnekollal,1750.0,3.0,86.5,3
5155,Munnekollal,1385.0,2.0,66.5,3
5156,Munnekollal,1080.0,2.0,45.0,2
5157,Munnekollal,1170.0,2.0,59.0,2
5159,Munnekollal,1200.0,2.0,57.9,3
5160,Munnekollal,1030.0,2.0,50.36,2
5161,Murugeshpalya,1296.0,2.0,81.0,2
5162,Murugeshpalya,1550.0,3.0,74.0,3
5163,Murugeshpalya,1845.0,3.0,91.0,3
5164,Murugeshpalya,1185.0,2.0,85.0,2
5165,Murugeshpalya,1225.0,2.0,48.0,2
5166,Murugeshpalya,1930.0,3.0,75.0,3
5167,Murugeshpalya,1600.0,2.0,65.0,3
5168,Murugeshpalya,1344.0,2.0,56.0,3
5169,Murugeshpalya,1500.0,2.0,70.0,3
5170,Murugeshpalya,1855.0,3.0,96.0,3
5171,Murugeshpalya,1175.0,2.0,75.0,2
5172,Mysore Road,1175.0,2.0,73.5,2
5173,Mysore Road,1710.0,4.0,91.31,3
5174,Mysore Road,1020.0,2.0,48.95,2
5175,Mysore Road,1175.0,2.0,73.5,2
5176,Mysore Road,1070.0,2.0,45.0,2
5177,Mysore Road,1239.0,2.0,53.0,2
5178,Mysore Road,1060.0,2.0,62.0,2
5179,Mysore Road,980.0,2.0,45.47,2
5180,Mysore Road,883.0,2.0,40.0,2
5181,Mysore Road,1525.0,3.0,96.0,3
5182,Mysore Road,1200.0,2.0,65.0,2
5186,Mysore Road,883.0,2.0,40.95,2
5187,Mysore Road,1070.0,2.0,49.65,2
5189,Mysore Road,883.0,2.0,50.0,2
5190,Mysore Road,1155.0,2.0,51.0,2
5191,Mysore Road,1003.0,2.0,43.0,2
5192,Mysore Road,1237.0,2.0,73.0,2
5193,Mysore Road,883.0,2.0,45.0,2
5194,Mysore Road,1170.0,2.0,65.0,2
5195,Mysore Road,1029.5,2.0,50.855,2
5196,Mysore Road,940.0,2.0,43.61,2
5198,Mysore Road,1020.0,2.0,48.95,2
5199,Mysore Road,1568.0,2.0,100.0,3
5201,Mysore Road,1560.0,2.0,83.3,3
5202,Mysore Road,1175.0,2.0,70.5,2
5203,Mysore Road,1080.0,2.0,60.0,3
5205,Mysore Road,883.0,2.0,37.0,2
5207,NGR Layout,1020.0,2.0,45.9,2
5208,NGR Layout,1105.0,2.0,49.73,2
5209,NGR Layout,1022.0,2.0,45.9,2
5210,NGR Layout,1020.0,2.0,45.0,2
5211,NGR Layout,1019.0,2.0,45.9,2
5212,NGR Layout,1020.0,2.0,46.0,2
5213,NGR Layout,1021.0,2.0,46.0,2
5214,NGR Layout,1021.0,2.0,45.9,2
5215,NRI Layout,1565.0,2.0,75.0,3
5216,NRI Layout,2500.0,5.0,130.0,5
5217,NRI Layout,1125.0,2.0,45.56,2
5218,NRI Layout,2150.0,4.0,115.0,4
5219,NRI Layout,1250.0,2.0,75.0,2
5220,NRI Layout,1789.0,3.0,75.0,3
5221,NRI Layout,1731.0,3.0,64.11,3
5222,NRI Layout,2400.0,2.0,125.0,2
5224,Nagarbhavi,1350.0,3.0,150.0,3
5225,Nagarbhavi,1200.0,2.0,150.0,2
5227,Nagarbhavi,2400.0,3.0,160.0,3
5228,Nagarbhavi,884.0,2.0,36.0,1
5229,Nagarbhavi,1055.0,2.0,55.0,2
5231,Nagarbhavi,1223.0,2.0,60.0,2
5232,Nagarbhavi,956.0,2.0,49.0,2
5234,Nagarbhavi,1200.0,2.0,150.0,2
5237,Nagarbhavi,1145.0,2.0,40.0,2
5238,Nagarbhavi,300.0,1.0,20.0,1
5239,Nagarbhavi,1250.0,3.0,175.0,4
5240,Nagarbhavi,710.0,2.0,40.0,1
5242,Nagarbhavi,1212.0,2.0,50.0,2
5243,Nagarbhavi,1020.0,2.0,55.0,2
5245,Nagarbhavi,1120.0,2.0,53.0,2
5247,Nagarbhavi,1146.0,2.0,50.0,2
5249,Nagarbhavi,1190.0,2.0,63.0,2
5251,Nagarbhavi,1050.0,2.0,80.0,2
5252,Nagarbhavi,2500.0,3.0,180.0,5
5254,Nagarbhavi,1250.0,3.0,170.0,2
5256,Nagarbhavi,1400.0,2.0,135.0,3
5258,Nagarbhavi,1100.0,2.0,46.2,2
5259,Nagarbhavi,1080.0,2.0,49.0,2
5260,Nagarbhavi,1800.0,3.0,180.0,4
5261,Nagarbhavi,1225.0,2.0,58.0,2
5262,Nagasandra,980.0,2.0,48.0,2
5263,Nagasandra,2400.0,4.0,145.0,4
5264,Nagasandra,7000.0,8.0,450.0,4
5265,Nagasandra,1650.0,3.0,95.0,3
5266,Nagasandra,1500.0,2.0,91.0,2
5267,Nagavara,400.0,1.0,14.0,1
5268,Nagavara,2172.65,3.0,120.0,4
5270,Nagavara,2319.0,3.0,180.0,3
5271,Nagavara,2430.0,4.0,180.0,3
5272,Nagavara,936.0,2.0,40.2,2
5273,Nagavara,1125.0,2.0,44.5,2
5274,Nagavara,1315.0,2.0,70.0,2
5275,Nagavara,1077.0,2.0,50.0,2
5276,Nagavara,2496.0,4.0,125.0,4
5277,Nagavara,1110.0,2.0,44.95,2
5278,Nagavara,1247.0,2.0,58.56,2
5279,Nagavarapalya,1392.0,2.0,99.0,2
5280,Nagavarapalya,705.0,1.0,52.5,1
5281,Nagavarapalya,1300.0,3.0,80.0,3
5282,Nagavarapalya,705.0,1.0,57.0,1
5283,Nagavarapalya,705.0,1.0,55.0,1
5284,Nagavarapalya,705.0,1.0,57.0,1
5285,Nagavarapalya,1335.0,2.0,110.0,2
5286,Nagavarapalya,1260.0,2.0,85.5,2
5287,Narayanapura,1308.0,2.0,89.04,2
5288,Narayanapura,1566.0,3.0,83.3,3
5289,Narayanapura,1485.0,3.0,85.0,3
5290,Narayanapura,1302.0,2.0,69.1,2
5291,Narayanapura,1308.0,2.0,89.04,2
5292,Narayanapura,2357.0,3.0,135.0,3
5293,Narayanapura,2357.0,3.0,135.0,3
5294,Narayanapura,1469.0,2.0,99.14,2
5295,Neeladri Nagar,1053.0,2.0,45.0,2
5296,Neeladri Nagar,1363.0,2.0,68.0,2
5297,Neeladri Nagar,2556.0,3.0,133.0,3
5298,Neeladri Nagar,674.0,1.0,21.0,1
5299,Neeladri Nagar,527.0,1.0,26.0,1
5300,Neeladri Nagar,1167.0,2.0,38.0,3
5301,Neeladri Nagar,1060.0,2.0,35.0,2
5302,Neeladri Nagar,640.0,1.0,20.5,1
5303,Neeladri Nagar,4000.0,12.0,160.0,10
5304,Neeladri Nagar,1105.0,2.0,30.0,2
5305,Neeladri Nagar,1100.0,2.0,30.0,2
5306,Neeladri Nagar,2111.0,3.0,103.0,3
5307,Nehru Nagar,1775.0,3.0,110.0,3
5308,Nehru Nagar,2363.0,5.0,120.0,4
5309,Nehru Nagar,2342.0,3.0,115.0,4
5310,Nehru Nagar,967.0,2.0,41.1,2
5311,Nehru Nagar,1374.0,3.0,72.0,3
5312,Nehru Nagar,1674.0,3.0,90.0,3
5313,Nehru Nagar,1269.0,2.0,63.0,3
5314,Nehru Nagar,1100.0,2.0,50.0,2
5315,Nehru Nagar,1674.0,3.0,81.0,3
5316,OMBR Layout,2420.0,3.0,185.0,3
5317,OMBR Layout,1078.0,2.0,65.0,2
5318,OMBR Layout,1101.0,2.0,65.5,2
5319,OMBR Layout,1041.0,2.0,65.5,2
5320,OMBR Layout,1300.0,2.0,80.0,2
5321,OMBR Layout,1085.0,2.0,64.0,2
5322,OMBR Layout,1855.0,3.0,145.0,3
5323,OMBR Layout,1050.0,2.0,48.0,2
5325,OMBR Layout,1165.0,2.0,88.5,2
5326,OMBR Layout,1101.0,2.0,66.0,2
5327,OMBR Layout,3400.0,4.0,275.0,4
5329,Old Airport Road,2732.0,4.0,204.0,4
5331,Old Airport Road,3356.0,4.0,251.0,4
5332,Old Airport Road,1206.0,2.0,75.0,2
5333,Old Airport Road,2774.0,4.0,207.0,4
5334,Old Airport Road,2690.0,4.0,191.0,4
5335,Old Airport Road,2690.0,4.0,199.0,4
5336,Old Airport Road,1655.0,2.0,97.65,2
5337,Old Airport Road,1075.0,2.0,60.0,2
5338,Old Airport Road,1858.0,2.0,167.0,3
5339,Old Airport Road,1150.0,2.0,90.0,2
5340,Old Airport Road,2690.0,4.0,191.0,4
5341,Old Airport Road,2658.0,5.0,187.0,4
5342,Old Airport Road,946.0,2.0,58.0,2
5343,Old Airport Road,2774.0,4.0,208.0,4
5344,Old Airport Road,2774.0,4.0,208.0,4
5345,Old Airport Road,3200.0,4.0,280.0,4
5346,Old Airport Road,2690.0,4.0,201.0,4
5347,Old Airport Road,1145.0,2.0,75.0,2
5348,Old Airport Road,2732.0,4.0,194.0,4
5349,Old Airport Road,2658.0,5.0,189.0,4
5350,Old Airport Road,2774.0,4.0,197.0,4
5351,Old Airport Road,3496.0,4.0,262.0,4
5352,Old Airport Road,2774.0,4.0,197.0,4
5353,Old Airport Road,2732.0,4.0,204.0,4
5354,Old Airport Road,1798.0,3.0,150.0,3
5355,Old Airport Road,2774.0,4.0,208.0,4
5356,Old Airport Road,1184.0,2.0,78.0,2
5357,Old Airport Road,3504.0,4.0,262.0,4
5358,Old Airport Road,1055.0,2.0,75.0,2
5359,Old Madras Road,1425.0,2.0,94.0,3
5360,Old Madras Road,3715.0,6.0,224.5,4
5363,Old Madras Road,935.0,2.0,45.0,2
5365,Old Madras Road,1720.0,3.0,100.0,3
5366,Old Madras Road,1200.0,2.0,72.0,2
5367,Old Madras Road,1225.0,2.0,53.55,2
5368,Old Madras Road,1100.0,2.0,70.0,2
5369,Old Madras Road,2760.0,5.0,157.0,3
5370,Old Madras Road,1171.0,2.0,75.0,2
5371,Old Madras Road,935.0,2.0,45.0,2
5372,Old Madras Road,4500.0,7.0,294.0,5
5374,Old Madras Road,1065.0,2.0,47.86,2
5375,Old Madras Road,2010.0,3.0,125.0,4
5377,Old Madras Road,1480.0,2.0,84.0,3
5378,Old Madras Road,2990.0,5.0,210.0,3
5379,Old Madras Road,1210.0,2.0,74.0,2
5380,Old Madras Road,1171.0,2.0,72.0,2
5382,Old Madras Road,1480.0,3.0,95.0,3
5384,Old Madras Road,1210.0,2.0,80.0,2
5385,Old Madras Road,1859.0,3.0,121.0,3
5386,Old Madras Road,2990.0,5.0,173.0,3
5389,Old Madras Road,2300.0,3.0,142.0,3
5391,Old Madras Road,1210.0,2.0,80.0,2
5392,Old Madras Road,1210.0,2.0,77.0,2
5393,Old Madras Road,5020.0,7.0,287.0,5
5395,Old Madras Road,1330.0,2.0,74.0,2
5396,Old Madras Road,1720.0,3.0,106.0,3
5397,Old Madras Road,2640.0,5.0,150.0,3
5398,Old Madras Road,2990.0,3.0,170.0,3
5400,Old Madras Road,1171.0,2.0,73.0,2
5401,Old Madras Road,1630.0,3.0,110.0,3
5402,Old Madras Road,1165.0,2.0,52.0,2
5403,Old Madras Road,2640.0,2.0,170.0,2
5404,Old Madras Road,1165.0,2.0,51.42,2
5405,Padmanabhanagar,1020.0,2.0,63.0,2
5406,Padmanabhanagar,1176.0,2.0,62.0,2
5407,Padmanabhanagar,1258.0,2.0,115.0,2
5409,Padmanabhanagar,1100.0,2.0,65.0,2
5410,Padmanabhanagar,3400.0,3.0,210.0,4
5414,Padmanabhanagar,4500.0,4.0,360.0,3
5415,Padmanabhanagar,1200.0,2.0,60.0,2
5417,Padmanabhanagar,1000.0,1.0,90.0,2
5418,Padmanabhanagar,1067.0,2.0,52.0,2
5422,Padmanabhanagar,1100.0,2.0,60.0,2
5423,Padmanabhanagar,2051.0,3.0,180.0,3
5424,Padmanabhanagar,2051.0,3.0,170.0,3
5425,Pai Layout,1006.0,2.0,35.0,2
5426,Pai Layout,1550.0,2.0,90.0,3
5427,Pai Layout,1050.0,2.0,40.0,2
5428,Pai Layout,1400.0,2.0,67.0,3
5429,Pai Layout,1100.0,2.0,50.0,2
5430,Pai Layout,1255.0,2.0,80.0,2
5431,Pai Layout,1075.0,2.0,35.0,2
5432,Pai Layout,1400.0,2.0,57.5,2
5433,Pai Layout,1175.0,2.0,60.0,2
5434,Pai Layout,810.0,2.0,34.5,2
5435,Pai Layout,1000.0,2.0,34.0,2
5436,Pai Layout,1000.0,2.0,42.0,2
5437,Pai Layout,3800.0,6.0,175.0,6
5438,Pai Layout,1068.0,2.0,48.0,2
5439,Pai Layout,1510.0,2.0,65.0,3
5442,Panathur,1359.0,2.0,87.0,2
5443,Panathur,1438.0,2.0,100.0,2
5444,Panathur,1688.0,3.0,118.0,3
5446,Panathur,1198.0,2.0,77.0,2
5447,Panathur,1180.0,2.0,70.0,2
5448,Panathur,1546.0,3.0,99.0,3
5450,Panathur,1000.0,2.0,65.3,2
5451,Panathur,1109.0,2.0,63.0,2
5452,Panathur,1000.0,2.0,68.0,2
5453,Panathur,1255.0,2.0,79.0,2
5454,Panathur,1205.0,2.0,62.9,2
5455,Panathur,1198.0,2.0,82.0,2
5456,Panathur,1235.0,2.0,65.0,2
5457,Panathur,1210.0,2.0,80.0,2
5458,Panathur,1210.0,2.0,77.0,2
5459,Panathur,661.0,1.0,40.0,1
5460,Panathur,1210.0,2.0,78.0,2
5462,Panathur,1050.0,2.0,60.0,2
5463,Panathur,1398.0,2.0,97.0,2
5464,Panathur,1065.0,2.0,58.0,2
5465,Panathur,1007.0,2.0,64.0,2
5466,Panathur,1210.0,2.0,77.93,2
5467,Panathur,1230.0,2.0,80.0,2
5468,Panathur,980.0,2.0,57.0,2
5469,Panathur,1075.0,2.0,60.0,2
5470,Panathur,1210.0,2.0,69.0,2
5471,Panathur,1343.0,2.0,76.0,2
5472,Parappana Agrahara,1194.0,2.0,47.0,2
5473,Parappana Agrahara,1194.0,2.0,47.0,2
5474,Parappana Agrahara,1194.0,2.0,46.0,2
5475,Parappana Agrahara,1194.0,2.0,47.0,2
5476,Parappana Agrahara,1194.0,2.0,46.0,2
5477,Parappana Agrahara,1194.0,2.0,47.0,2
5478,Parappana Agrahara,1194.0,2.0,47.0,2
5479,Parappana Agrahara,1092.0,2.0,43.0,2
5480,Parappana Agrahara,1194.0,2.0,45.0,2
5481,Parappana Agrahara,1200.0,1.0,45.0,1
5482,Parappana Agrahara,1194.0,2.0,46.0,2
5483,Parappana Agrahara,1194.0,2.0,47.0,2
5484,Parappana Agrahara,1194.0,2.0,47.0,2
5485,Parappana Agrahara,1194.0,2.0,46.0,2
5486,Parappana Agrahara,1194.0,2.0,46.0,2
5487,Pattandur Agrahara,1550.0,2.0,80.0,3
5488,Pattandur Agrahara,1025.0,2.0,44.5,2
5489,Pattandur Agrahara,1247.0,2.0,59.8,2
5490,Pattandur Agrahara,900.0,2.0,42.0,2
5491,Pattandur Agrahara,1302.0,2.0,66.0,2
5492,Pattandur Agrahara,1550.0,2.0,80.0,3
5493,Pattandur Agrahara,1247.0,2.0,62.35,2
5494,Pattandur Agrahara,1350.0,2.0,68.0,2
5495,Poorna Pragna Layout,920.0,2.0,39.55,2
5498,Poorna Pragna Layout,1160.0,2.0,46.39,2
5501,Poorna Pragna Layout,965.0,2.0,48.0,2
5506,Poorna Pragna Layout,1160.0,2.0,46.39,2
5508,Poorna Pragna Layout,1160.0,2.0,46.39,2
5511,Poorna Pragna Layout,960.0,2.0,50.0,2
5513,Prithvi Layout,2028.0,4.0,162.0,4
5514,Prithvi Layout,1352.0,2.0,87.5,2
5515,Prithvi Layout,1190.0,2.0,68.0,2
5516,Prithvi Layout,1352.0,2.0,85.0,2
5517,Prithvi Layout,1352.0,2.0,75.0,2
5518,Prithvi Layout,2273.0,4.0,220.0,3
5519,Prithvi Layout,1352.0,3.0,93.0,2
5520,Prithvi Layout,2273.0,4.0,192.0,3
5521,Prithvi Layout,1352.0,2.0,72.0,2
5524,R.T. Nagar,1200.0,2.0,120.0,2
5526,R.T. Nagar,1040.0,2.0,46.0,2
5527,R.T. Nagar,1200.0,2.0,45.0,2
5528,R.T. Nagar,1235.0,2.0,65.0,2
5529,R.T. Nagar,1140.0,3.0,130.0,3
5530,R.T. Nagar,970.0,2.0,55.0,2
